customer_id,age,gender,country,email_opt_in,has_app,is_churned,recency_days,frequency,monetary,total_orders,total_quantity,average_order_value,tenure_days,total_sessions,avg_session_duration,avg_pages_viewed,total_cart_additions,conversion_rate,bounce_rate,has_purchase
C00060,64,F,FR,1,1,0,93.0,12.0,871.1500000000001,12.0,18.0,72.59583333333335,702,7.0,354.57142857142856,7.714285714285714,8.0,0.2857142857142857,0.14285714285714285,1
C00061,20,Non-binary,BR,0,0,0,91.0,7.0,291.08000000000004,7.0,8.0,41.58285714285715,534,13.0,384.15384615384613,6.384615384615385,12.0,0.07692307692307693,0.0,1
C00062,54,F,CA,1,1,0,141.0,6.0,373.82,6.0,6.0,62.303333333333335,308,10.0,259.5,4.2,6.0,0.1,0.2,1
C00063,51,Non-binary,IN,1,1,0,226.0,4.0,130.51,4.0,4.0,32.6275,1685,17.0,314.70588235294116,5.470588235294118,9.0,0.058823529411764705,0.17647058823529413,1
C00064,30,M,DE,0,1,1,44.0,4.0,381.71999999999997,4.0,5.0,95.42999999999999,622,9.0,435.44444444444446,9.0,8.0,0.1111111111111111,0.1111111111111111,1
C00065,30,Non-binary,US,1,1,0,117.0,9.0,627.96,9.0,9.0,69.77333333333334,185,6.0,374.5,7.666666666666667,6.0,0.0,0.0,1
C00066,23,F,DE,1,1,1,340.0,1.0,19.71,1.0,1.0,19.71,777,6.0,411.0,7.0,11.0,0.3333333333333333,0.0,1
C00067,24,F,DE,0,1,0,35.0,9.0,328.76,9.0,17.0,36.528888888888886,259,6.0,522.3333333333334,7.166666666666667,6.0,0.0,0.0,1
C00068,34,F,US,0,1,0,340.0,1.0,21.68,1.0,1.0,21.68,1016,2.0,73.5,1.5,2.0,0.0,0.5,1
C00069,35,F,UK,0,1,0,52.0,5.0,335.32,5.0,6.0,67.064,316,4.0,285.25,6.0,4.0,0.0,0.75,1
C00070,18,F,US,1,1,0,80.0,4.0,296.95,4.0,8.0,74.2375,263,7.0,235.71428571428572,5.571428571428571,4.0,0.0,0.14285714285714285,1
C00071,62,F,US,0,1,1,88.0,10.0,452.11,10.0,14.0,45.211,666,8.0,387.125,6.125,8.0,0.25,0.0,1
C00072,31,M,MX,1,0,0,25.0,17.0,1427.9599999999998,17.0,23.0,83.99764705882352,927,22.0,497.6818181818182,9.954545454545455,19.0,0.09090909090909091,0.045454545454545456,1
C00073,35,F,JP,1,1,0,76.0,2.0,94.67,2.0,2.0,47.335,793,3.0,190.66666666666666,2.0,2.0,0.0,0.0,1
C00074,27,M,DE,1,0,0,436.0,2.0,425.14,2.0,6.0,212.57,1056,9.0,304.6666666666667,4.333333333333333,10.0,0.1111111111111111,0.4444444444444444,1
C00075,31,F,US,0,0,0,306.0,6.0,190.37,6.0,7.0,31.728333333333335,776,5.0,136.6,2.4,5.0,0.0,0.0,1
C00076,30,F,US,1,1,0,18.0,4.0,221.73000000000002,4.0,5.0,55.432500000000005,232,1.0,153.0,1.0,1.0,0.0,0.0,1
C00077,34,M,US,0,1,0,26.0,6.0,325.41,6.0,19.0,54.23500000000001,1807,9.0,411.55555555555554,6.0,9.0,0.1111111111111111,0.1111111111111111,1
C00078,34,M,US,1,1,1,108.0,9.0,571.77,9.0,11.0,63.53,1199,8.0,129.875,2.25,10.0,0.25,0.25,1
C00079,44,M,AU,1,0,0,33.0,5.0,728.27,5.0,11.0,145.654,1189,13.0,583.2307692307693,11.23076923076923,14.0,0.15384615384615385,0.07692307692307693,1
C00080,37,F,UK,1,0,0,86.0,12.0,1007.5699999999999,12.0,15.0,83.96416666666666,1393,9.0,411.77777777777777,5.555555555555555,16.0,0.2222222222222222,0.0,1
C00081,43,M,UK,1,1,0,119.0,6.0,524.58,6.0,7.0,87.43,665,10.0,164.5,2.1,9.0,0.1,0.1,1
C00082,34,M,US,1,0,1,159.0,13.0,553.92,13.0,14.0,42.60923076923076,1366,10.0,487.0,7.2,12.0,0.1,0.1,1
C00083,37,M,BR,0,1,0,572.0,2.0,135.38,2.0,2.0,67.69,620,4.0,233.0,4.5,5.0,0.25,0.0,1
C00084,32,M,US,1,1,1,,0.0,0.0,0.0,0.0,0.0,1325,2.0,76.0,1.5,6.0,0.5,0.0,0
C00085,47,M,US,1,1,0,75.0,7.0,514.33,7.0,7.0,73.47571428571429,1037,5.0,135.2,1.6,6.0,0.0,0.0,1
C00086,38,M,US,1,0,0,61.0,9.0,390.96,9.0,9.0,43.44,942,12.0,355.25,5.75,7.0,0.08333333333333333,0.0,1
C00087,33,F,US,1,0,0,256.0,6.0,757.0,6.0,10.0,126.16666666666667,859,4.0,374.25,8.0,4.0,0.25,0.0,1
C00088,32,F,CA,1,0,0,57.0,2.0,1064.66,2.0,3.0,532.33,550,6.0,400.8333333333333,7.333333333333333,2.0,0.0,0.3333333333333333,1
C00089,33,Prefer not to say,DE,1,1,1,10.0,8.0,685.12,8.0,13.0,85.64,649,6.0,646.6666666666666,16.166666666666668,6.0,0.16666666666666666,0.0,1
C00090,35,M,CA,1,1,0,238.0,1.0,24.47,1.0,1.0,24.47,1041,1.0,110.0,3.0,0.0,0.0,0.0,1
C00091,34,M,US,1,1,1,238.0,6.0,293.55,6.0,11.0,48.925000000000004,1280,16.0,281.1875,5.1875,9.0,0.0,0.125,1
C00092,28,M,JP,1,1,0,40.0,10.0,269.54,10.0,13.0,26.954,230,11.0,315.54545454545456,5.545454545454546,5.0,0.09090909090909091,0.09090909090909091,1
C00093,44,F,FR,0,1,1,5.0,9.0,602.24,9.0,12.0,66.91555555555556,233,9.0,616.4444444444445,10.777777777777779,8.0,0.0,0.0,1
C00094,44,M,BR,1,0,0,294.0,7.0,517.5,7.0,13.0,73.92857142857143,1415,7.0,207.14285714285714,3.4285714285714284,8.0,0.0,0.14285714285714285,1
C00095,56,M,US,1,1,0,38.0,7.0,579.98,7.0,8.0,82.85428571428572,834,2.0,273.5,3.5,2.0,0.0,0.0,1
C00096,27,F,JP,1,1,0,28.0,5.0,368.73,5.0,9.0,73.74600000000001,1459,7.0,288.42857142857144,4.857142857142857,6.0,0.14285714285714285,0.0,1
C00097,42,M,FR,1,1,0,183.0,2.0,62.5,2.0,2.0,31.25,651,5.0,143.2,2.2,5.0,0.2,0.2,1
C00098,18,F,UK,1,1,1,284.0,3.0,156.87,3.0,4.0,52.29,1054,4.0,270.5,6.25,2.0,0.0,0.0,1
C00099,44,F,US,1,1,1,,0.0,0.0,0.0,0.0,0.0,180,1.0,67.0,1.0,0.0,0.0,0.0,0
C00100,18,F,US,0,1,0,91.0,16.0,942.1700000000001,16.0,23.0,58.885625000000005,790,22.0,474.95454545454544,7.818181818181818,28.0,0.2727272727272727,0.0,1
C00101,23,M,IN,1,0,0,20.0,13.0,1251.48,13.0,17.0,96.26769230769231,1300,11.0,469.72727272727275,9.454545454545455,8.0,0.09090909090909091,0.0,1
C00102,38,M,US,1,0,1,476.0,2.0,303.79,2.0,2.0,151.895,429,4.0,143.0,2.5,2.0,0.0,0.0,1
C00103,27,F,DE,1,0,0,189.0,1.0,79.32,1.0,1.0,79.32,93,1.0,214.0,3.0,0.0,0.0,0.0,1
C00104,25,M,FR,0,0,0,70.0,11.0,1339.63,11.0,14.0,121.78454545454547,1255,9.0,321.77777777777777,5.666666666666667,6.0,0.0,0.2222222222222222,1
C00105,29,M,AU,1,1,0,13.0,7.0,635.62,7.0,9.0,90.80285714285715,1606,16.0,430.8125,10.0,13.0,0.0625,0.0,1
C00106,43,F,US,0,0,0,197.0,4.0,131.24,4.0,4.0,32.81,619,3.0,73.0,2.0,3.0,0.0,0.3333333333333333,1
C00107,23,M,BR,0,0,0,77.0,4.0,205.06,4.0,4.0,51.265,1443,1.0,31.0,1.0,5.0,1.0,0.0,1
C00108,34,M,US,1,1,0,393.0,2.0,53.760000000000005,2.0,4.0,26.880000000000003,321,6.0,141.0,3.6666666666666665,5.0,0.16666666666666666,0.16666666666666666,1
C00109,30,F,IN,0,1,0,60.0,17.0,2538.77,17.0,26.0,149.3394117647059,1331,23.0,726.7826086956521,12.26086956521739,20.0,0.08695652173913043,0.13043478260869565,1
C00110,44,F,UK,1,0,0,136.0,4.0,274.17,4.0,7.0,68.5425,491,12.0,182.0,4.0,4.0,0.08333333333333333,0.25,1
C00111,45,M,US,1,1,0,,0.0,0.0,0.0,0.0,0.0,521,5.0,131.8,2.4,2.0,0.0,0.2,0
C00112,18,F,US,1,0,0,15.0,7.0,291.8,7.0,13.0,41.68571428571429,857,10.0,318.6,4.4,9.0,0.1,0.0,1
C00113,47,Prefer not to say,AU,1,1,0,81.0,10.0,362.15000000000003,10.0,10.0,36.215,221,7.0,448.85714285714283,7.285714285714286,12.0,0.14285714285714285,0.0,1
C00114,27,M,CA,1,0,0,255.0,4.0,120.8,4.0,4.0,30.2,444,1.0,58.0,1.0,3.0,1.0,0.0,1
C00115,37,F,US,1,1,0,208.0,11.0,679.28,11.0,14.0,61.75272727272727,1707,18.0,1070.388888888889,18.61111111111111,16.0,0.16666666666666666,0.1111111111111111,1
C00116,23,M,US,1,0,0,90.0,4.0,338.06,4.0,7.0,84.515,1209,8.0,461.375,8.375,12.0,0.25,0.0,1
C00117,39,Non-binary,DE,0,1,0,52.0,15.0,696.41,15.0,16.0,46.42733333333333,612,9.0,319.3333333333333,4.444444444444445,8.0,0.1111111111111111,0.0,1
C00118,65,M,US,1,1,1,14.0,9.0,560.43,9.0,19.0,62.269999999999996,423,6.0,172.16666666666666,3.1666666666666665,4.0,0.16666666666666666,0.16666666666666666,1
C00119,36,M,US,1,1,0,189.0,9.0,762.6700000000001,9.0,11.0,84.74111111111112,881,8.0,373.125,7.125,9.0,0.125,0.125,1
C00120,29,Prefer not to say,FR,1,0,0,33.0,3.0,268.62,3.0,3.0,89.54,1371,5.0,170.4,2.0,1.0,0.0,0.2,1
C00121,32,F,US,0,1,0,105.0,9.0,1000.6999999999999,9.0,15.0,111.18888888888888,1100,9.0,305.0,5.444444444444445,12.0,0.2222222222222222,0.0,1
C00122,18,M,US,1,0,1,243.0,2.0,192.58,2.0,3.0,96.29,730,4.0,119.0,2.0,2.0,0.0,0.25,1
C00123,52,F,UK,0,0,0,10.0,8.0,476.37,8.0,11.0,59.54625,641,7.0,110.28571428571429,2.0,1.0,0.0,0.2857142857142857,1
C00124,38,F,CA,1,1,0,33.0,6.0,392.76,6.0,10.0,65.46,281,1.0,262.0,4.0,0.0,0.0,0.0,1
C00125,22,F,CA,1,0,0,62.0,10.0,350.53,10.0,14.0,35.053,1342,6.0,702.1666666666666,12.0,2.0,0.0,0.0,1
C00126,22,M,US,1,0,0,113.0,6.0,236.69,6.0,7.0,39.44833333333333,955,6.0,177.5,2.5,2.0,0.0,0.0,1
C00127,35,M,UK,1,0,0,166.0,2.0,78.3,2.0,2.0,39.15,1113,4.0,129.0,1.75,0.0,0.0,0.0,1
C00128,46,Non-binary,US,1,0,0,339.0,1.0,25.71,1.0,1.0,25.71,235,8.0,159.75,3.125,1.0,0.0,0.125,1
C00129,21,M,UK,0,1,0,594.0,1.0,133.18,1.0,1.0,133.18,1249,7.0,293.2857142857143,5.571428571428571,9.0,0.14285714285714285,0.0,1
C00130,48,M,US,1,0,0,640.0,2.0,70.62,2.0,2.0,35.31,1179,1.0,36.0,1.0,0.0,0.0,0.0,1
C00131,33,M,US,1,1,0,48.0,15.0,1853.42,15.0,22.0,123.56133333333334,1446,16.0,392.5625,8.0625,16.0,0.25,0.0625,1
C00132,23,M,DE,1,0,0,109.0,6.0,542.69,6.0,8.0,90.44833333333334,1326,10.0,196.1,4.0,12.0,0.1,0.1,1
C00133,29,F,US,1,1,0,109.0,9.0,512.17,9.0,12.0,56.907777777777774,639,6.0,289.1666666666667,4.833333333333333,10.0,0.16666666666666666,0.16666666666666666,1
C00134,55,M,JP,1,0,0,10.0,10.0,451.51,10.0,17.0,45.150999999999996,791,10.0,147.4,3.3,5.0,0.0,0.0,1
C00135,18,M,MX,1,1,0,218.0,1.0,11.06,1.0,1.0,11.06,749,8.0,249.75,3.625,8.0,0.0,0.125,1
C00136,26,M,US,1,1,1,177.0,1.0,8.96,1.0,1.0,8.96,54,3.0,154.33333333333334,2.0,2.0,0.0,0.0,1
C00137,46,M,DE,1,0,0,127.0,6.0,405.47,6.0,7.0,67.57833333333333,908,2.0,503.5,7.5,3.0,0.0,0.0,1
C00138,37,M,DE,1,0,1,19.0,11.0,766.3299999999999,11.0,18.0,69.66636363636363,1429,7.0,432.85714285714283,7.857142857142857,8.0,0.14285714285714285,0.14285714285714285,1
C00139,25,M,US,1,0,0,403.0,1.0,38.84,1.0,1.0,38.84,981,2.0,70.5,1.5,2.0,0.0,0.0,1
C00140,46,F,US,1,1,0,85.0,9.0,928.1800000000001,9.0,17.0,103.13111111111112,439,8.0,221.375,3.25,8.0,0.0,0.25,1
C00141,47,M,MX,1,1,0,19.0,9.0,395.37,9.0,12.0,43.93,786,7.0,236.14285714285714,3.5714285714285716,6.0,0.14285714285714285,0.0,1
C00142,38,M,US,1,0,0,67.0,17.0,1109.78,17.0,22.0,65.28117647058824,1611,11.0,279.1818181818182,5.363636363636363,10.0,0.09090909090909091,0.2727272727272727,1
C00143,27,F,CA,1,0,0,170.0,7.0,494.45,7.0,10.0,70.63571428571429,580,5.0,200.6,3.6,2.0,0.0,0.4,1
C00144,29,F,CA,1,0,0,48.0,9.0,899.48,9.0,9.0,99.94222222222223,509,9.0,229.55555555555554,4.333333333333333,7.0,0.0,0.1111111111111111,1
C00145,38,F,US,0,0,0,377.0,4.0,175.92,4.0,5.0,43.98,1142,3.0,252.66666666666666,4.333333333333333,2.0,0.3333333333333333,0.0,1
C00146,19,Prefer not to say,CA,1,0,0,59.0,11.0,808.11,11.0,16.0,73.46454545454546,750,8.0,257.5,5.125,1.0,0.0,0.25,1
C00147,50,M,BR,0,1,0,10.0,13.0,1042.04,13.0,21.0,80.15692307692308,741,5.0,233.2,3.4,8.0,0.4,0.2,1
C00148,55,M,US,1,1,0,27.0,6.0,900.8100000000001,6.0,7.0,150.13500000000002,1237,16.0,377.4375,7.75,15.0,0.0625,0.0625,1
C00149,32,M,US,1,0,0,79.0,2.0,15.169999999999998,2.0,2.0,7.584999999999999,1449,7.0,225.14285714285714,4.714285714285714,9.0,0.14285714285714285,0.14285714285714285,1
C00150,39,M,US,0,1,0,323.0,3.0,287.46000000000004,3.0,5.0,95.82000000000001,910,16.0,360.8125,6.125,9.0,0.0,0.0625,1
C00151,49,Prefer not to say,FR,1,0,0,45.0,10.0,1020.9,10.0,21.0,102.09,1041,26.0,584.3846153846154,9.653846153846153,29.0,0.19230769230769232,0.038461538461538464,1
C00152,58,F,CA,1,1,0,368.0,2.0,266.13,2.0,3.0,133.065,550,1.0,10.0,1.0,2.0,0.0,1.0,1
C00153,53,F,UK,0,0,0,172.0,4.0,186.38,4.0,4.0,46.595,979,8.0,305.75,5.25,4.0,0.125,0.125,1
C00154,18,Prefer not to say,AU,1,0,0,76.0,5.0,213.26999999999998,5.0,6.0,42.653999999999996,803,6.0,115.83333333333333,1.6666666666666667,3.0,0.0,0.3333333333333333,1
C00155,31,F,MX,0,0,0,10.0,12.0,1044.9,12.0,17.0,87.075,574,12.0,472.25,7.666666666666667,9.0,0.0,0.08333333333333333,1
C00156,41,M,US,1,0,0,460.0,2.0,348.04,2.0,2.0,174.02,1173,4.0,132.25,2.0,4.0,0.0,0.25,1
C00157,29,F,AU,1,1,0,89.0,8.0,488.24,8.0,10.0,61.03,994,7.0,531.4285714285714,8.571428571428571,1.0,0.0,0.14285714285714285,1
C00158,56,M,US,1,0,0,39.0,9.0,1106.8600000000001,9.0,16.0,122.98444444444446,1658,11.0,313.0,4.090909090909091,15.0,0.18181818181818182,0.09090909090909091,1
C00159,54,M,US,1,0,0,160.0,11.0,895.31,11.0,12.0,81.39181818181818,1743,20.0,394.95,6.8,25.0,0.2,0.1,1
C00160,25,F,US,1,1,0,87.0,2.0,169.22,2.0,5.0,84.61,239,2.0,26.5,1.0,2.0,0.0,0.5,1
C00161,33,Non-binary,US,0,1,0,29.0,18.0,903.66,18.0,21.0,50.20333333333333,1661,16.0,651.0,12.0625,24.0,0.25,0.1875,1
C00162,26,F,BR,1,0,0,265.0,4.0,378.84000000000003,4.0,5.0,94.71000000000001,624,6.0,295.0,5.0,6.0,0.0,0.5,1
C00163,32,M,UK,0,1,0,330.0,2.0,134.31,2.0,4.0,67.155,804,4.0,227.5,3.75,2.0,0.0,0.0,1
C00164,32,F,CA,1,1,0,100.0,5.0,244.97,5.0,8.0,48.994,428,10.0,253.7,3.3,9.0,0.1,0.1,1
C00165,46,F,US,1,1,1,600.0,2.0,40.3,2.0,2.0,20.15,763,8.0,210.5,3.125,11.0,0.25,0.25,1
C00166,24,F,US,0,1,0,14.0,10.0,532.18,10.0,11.0,53.217999999999996,937,14.0,508.64285714285717,8.5,12.0,0.07142857142857142,0.07142857142857142,1
C00167,18,M,JP,0,1,0,146.0,9.0,1272.21,9.0,15.0,141.35666666666668,686,13.0,413.0769230769231,7.538461538461538,9.0,0.07692307692307693,0.0,1
C00168,18,M,IN,1,0,0,100.0,10.0,628.6600000000001,10.0,11.0,62.86600000000001,402,10.0,165.2,3.6,6.0,0.0,0.3,1
C00169,22,M,UK,0,1,0,636.0,1.0,904.75,1.0,5.0,904.75,162,2.0,45.5,1.0,3.0,0.5,0.5,1
C00170,27,F,US,1,0,0,172.0,1.0,33.25,1.0,1.0,33.25,1253,3.0,268.6666666666667,4.0,2.0,0.0,0.0,1
C00171,37,Prefer not to say,US,1,0,0,57.0,12.0,883.6800000000001,12.0,15.0,73.64,1244,6.0,308.1666666666667,5.166666666666667,5.0,0.16666666666666666,0.3333333333333333,1
C00172,22,M,MX,1,0,1,199.0,2.0,132.42,2.0,2.0,66.21,826,5.0,122.8,1.6,2.0,0.0,0.2,1
