customer_id,churn_probability,risk_level,monetary,frequency,recency_days,has_purchase,customer_value,priority
C01129,0.6850283010408452,Medium Risk,192.32,3.0,552.0,True,Lower Value,Medium Priority
C04996,0.6848495303360509,Medium Risk,13.52,1.0,231.0,True,Lower Value,Medium Priority
C02770,0.6841780932997692,Medium Risk,52.81999999999999,2.0,402.0,True,Lower Value,Medium Priority
C08398,0.6838743147482718,Medium Risk,21.01,1.0,489.0,True,Lower Value,Medium Priority
C03314,0.6835253259614379,Medium Risk,149.62,3.0,409.0,True,Lower Value,Medium Priority
C04487,0.683300312400418,Medium Risk,16.97,1.0,449.0,True,Lower Value,Medium Priority
C04469,0.6831690604911151,Medium Risk,88.88,1.0,361.0,True,Lower Value,Medium Priority
C08020,0.6828561497586056,Medium Risk,48.37,4.0,318.0,True,Lower Value,Medium Priority
C00446,0.6823830944289964,Medium Risk,832.81,3.0,261.0,True,High Value,Medium Priority
C00385,0.6823088325132993,Medium Risk,119.11,1.0,334.0,True,Lower Value,Medium Priority
C00004,0.6821334083284807,Medium Risk,148.32000000000002,2.0,258.0,True,Lower Value,Medium Priority
C09153,0.6820947493183581,Medium Risk,43.47,1.0,604.0,True,Lower Value,Medium Priority
C09783,0.68193937146511,Medium Risk,25.77,1.0,335.0,True,Lower Value,Medium Priority
C02924,0.6818871075706133,Medium Risk,75.28,3.0,58.0,True,Lower Value,Medium Priority
C00175,0.6815386607442215,Medium Risk,218.58,4.0,92.0,True,Lower Value,Medium Priority
C08625,0.6813676942003416,Medium Risk,154.84,1.0,287.0,True,Lower Value,Medium Priority
C03939,0.6812969388990286,Medium Risk,58.650000000000006,2.0,119.0,True,Lower Value,Medium Priority
C02956,0.6812452924042114,Medium Risk,120.6,2.0,51.0,True,Lower Value,Medium Priority
C00192,0.6811319505444803,Medium Risk,6.58,1.0,540.0,True,Lower Value,Medium Priority
C02657,0.6800059448135372,Medium Risk,236.79,5.0,156.0,True,Lower Value,Medium Priority
C04624,0.6799752385165693,Medium Risk,113.57,2.0,445.0,True,Lower Value,Medium Priority
C01919,0.6799434124592496,Medium Risk,20.37,1.0,82.0,True,Lower Value,Medium Priority
C05823,0.6781986667985159,Medium Risk,92.1,2.0,324.0,True,Lower Value,Medium Priority
C01599,0.6765617062187613,Medium Risk,123.08,4.0,107.0,True,Lower Value,Medium Priority
C00309,0.6758950353129276,Medium Risk,258.94,3.0,167.0,True,Lower Value,Medium Priority
C07756,0.6755601231277543,Medium Risk,95.94,3.0,301.0,True,Lower Value,Medium Priority
C01259,0.6755547324911956,Medium Risk,136.54,1.0,617.0,True,Lower Value,Medium Priority
C08170,0.6748182874810069,Medium Risk,75.87,2.0,285.0,True,Lower Value,Medium Priority
C04060,0.6739858128481807,Medium Risk,161.04,2.0,122.0,True,Lower Value,Medium Priority
C02156,0.6731912699244879,Medium Risk,29.45,1.0,486.0,True,Lower Value,Medium Priority
C06879,0.6731886049383545,Medium Risk,386.48,3.0,60.0,True,Lower Value,Medium Priority
C09050,0.6728653289572152,Medium Risk,192.35,5.0,217.0,True,Lower Value,Medium Priority
C07582,0.672331747711765,Medium Risk,405.9,3.0,524.0,True,Lower Value,Medium Priority
C00740,0.6721236478651663,Medium Risk,335.66,2.0,204.0,True,Lower Value,Medium Priority
C00239,0.6717694311788501,Medium Risk,53.83,1.0,434.0,True,Lower Value,Medium Priority
C03692,0.6716852051269346,Medium Risk,82.36,1.0,116.0,True,Lower Value,Medium Priority
C03307,0.6715145655973772,Medium Risk,360.02,5.0,6.0,True,Lower Value,Medium Priority
C04935,0.6713305180452019,Medium Risk,66.05,1.0,415.0,True,Lower Value,Medium Priority
C02277,0.6710188462070883,Medium Risk,55.16,1.0,194.0,True,Lower Value,Medium Priority
C01652,0.6704890840896206,Medium Risk,423.82,5.0,59.0,True,High Value,Medium Priority
C03873,0.669846541933817,Medium Risk,73.07000000000001,2.0,258.0,True,Lower Value,Medium Priority
C05774,0.669655203769509,Medium Risk,76.87,1.0,539.0,True,Lower Value,Medium Priority
C03844,0.6694740797427539,Medium Risk,149.88,3.0,265.0,True,Lower Value,Medium Priority
C04155,0.6694364491932824,Medium Risk,156.39,4.0,32.0,True,Lower Value,Medium Priority
C08065,0.6693324356448352,Medium Risk,90.96,1.0,513.0,True,Lower Value,Medium Priority
C04218,0.6692838531162641,Medium Risk,243.86,3.0,248.0,True,Lower Value,Medium Priority
C05746,0.6691711312436776,Medium Risk,9.7,1.0,336.0,True,Lower Value,Medium Priority
C04081,0.6685936054284518,Medium Risk,254.89,3.0,127.0,True,Lower Value,Medium Priority
C00403,0.6682868154349054,Medium Risk,29.88,1.0,679.0,True,Lower Value,Medium Priority
C05527,0.6676297745008416,Medium Risk,51.45,1.0,398.0,True,Lower Value,Medium Priority
C01303,0.6675185016966305,Medium Risk,30.96,1.0,492.0,True,Lower Value,Medium Priority
C09157,0.6674363116292087,Medium Risk,109.72,4.0,65.0,True,Lower Value,Medium Priority
C02284,0.6674174356157339,Medium Risk,636.0999999999999,3.0,252.0,True,High Value,Medium Priority
C09356,0.6668641966793589,Medium Risk,442.32,1.0,19.0,True,High Value,Medium Priority
C03712,0.6666855649462156,Medium Risk,212.99,4.0,15.0,True,Lower Value,Medium Priority
C00913,0.6664952283306497,Medium Risk,18.2,1.0,635.0,True,Lower Value,Medium Priority
C06743,0.6660246859208755,Medium Risk,259.78,6.0,46.0,True,Lower Value,Medium Priority
C08708,0.6656296407668808,Medium Risk,74.43,2.0,387.0,True,Lower Value,Medium Priority
C05467,0.6655947217438287,Medium Risk,133.02,3.0,148.0,True,Lower Value,Medium Priority
C07616,0.6655040403976079,Medium Risk,75.31,1.0,659.0,True,Lower Value,Medium Priority
C07202,0.6653492903975347,Medium Risk,113.97,4.0,70.0,True,Lower Value,Medium Priority
C02525,0.6648988477594383,Medium Risk,86.84,2.0,213.0,True,Lower Value,Medium Priority
C08864,0.664728561280598,Medium Risk,254.97,3.0,37.0,True,Lower Value,Medium Priority
C04781,0.6642571521345617,Medium Risk,160.38,1.0,364.0,True,Lower Value,Medium Priority
C00687,0.6641862568398732,Medium Risk,24.26,1.0,10.0,True,Lower Value,Medium Priority
C02517,0.6640214126692017,Medium Risk,47.940000000000005,2.0,5.0,True,Lower Value,Medium Priority
C02242,0.6640125871677264,Medium Risk,199.09,5.0,22.0,True,Lower Value,Medium Priority
C07553,0.6638825556762353,Medium Risk,214.54,2.0,327.0,True,Lower Value,Medium Priority
C05781,0.6638107160381748,Medium Risk,85.41,1.0,517.0,True,Lower Value,Medium Priority
C07940,0.6636758440882043,Medium Risk,12.34,1.0,703.0,True,Lower Value,Medium Priority
C06736,0.6632747104540827,Medium Risk,646.69,4.0,70.0,True,High Value,Medium Priority
C00472,0.6631529518611391,Medium Risk,43.06,1.0,112.0,True,Lower Value,Medium Priority
C07796,0.661604870312305,Medium Risk,55.96,1.0,371.0,True,Lower Value,Medium Priority
C00286,0.6615342661848598,Medium Risk,65.58,2.0,238.0,True,Lower Value,Medium Priority
C01121,0.6611641390978407,Medium Risk,123.9,3.0,342.0,True,Lower Value,Medium Priority
C00265,0.6609470250466299,Medium Risk,116.57,3.0,271.0,True,Lower Value,Medium Priority
C03963,0.6607902314563088,Medium Risk,12.5,1.0,632.0,True,Lower Value,Medium Priority
C03141,0.6604215522842802,Medium Risk,106.99,2.0,577.0,True,Lower Value,Medium Priority
C02630,0.6601539571156072,Medium Risk,303.11,3.0,376.0,True,Lower Value,Medium Priority
C06283,0.6598012335746293,Medium Risk,79.17,3.0,33.0,True,Lower Value,Medium Priority
C02128,0.65802871684986,Medium Risk,693.52,4.0,145.0,True,High Value,Medium Priority
C07281,0.6577192734206782,Medium Risk,115.25,4.0,131.0,True,Lower Value,Medium Priority
C07169,0.6575499819713304,Medium Risk,168.39,2.0,157.0,True,Lower Value,Medium Priority
C05518,0.6574701912337347,Medium Risk,486.21,3.0,152.0,True,High Value,Medium Priority
C07729,0.6573696417222612,Medium Risk,28.96,1.0,91.0,True,Lower Value,Medium Priority
C03111,0.6572179226938174,Medium Risk,70.97,2.0,150.0,True,Lower Value,Medium Priority
C04663,0.6565574287722975,Medium Risk,60.56,2.0,590.0,True,Lower Value,Medium Priority
C02559,0.6558402150786883,Medium Risk,304.93,4.0,532.0,True,Lower Value,Medium Priority
C08302,0.6558382407852956,Medium Risk,62.370000000000005,2.0,152.0,True,Lower Value,Medium Priority
C04858,0.6554067230187066,Medium Risk,55.16,1.0,371.0,True,Lower Value,Medium Priority
C05593,0.6552027587102625,Medium Risk,163.68,3.0,222.0,True,Lower Value,Medium Priority
C07772,0.655188808286147,Medium Risk,222.49,5.0,2.0,True,Lower Value,Medium Priority
C07427,0.6543684498262078,Medium Risk,295.47,6.0,30.0,True,Lower Value,Medium Priority
C03801,0.6536622412676854,Medium Risk,80.93,3.0,468.0,True,Lower Value,Medium Priority
C05634,0.6531849973657506,Medium Risk,16.64,1.0,111.0,True,Lower Value,Medium Priority
C07564,0.6512430494549136,Medium Risk,83.53,2.0,6.0,True,Lower Value,Medium Priority
C04541,0.6509965974030542,Medium Risk,68.02,3.0,160.0,True,Lower Value,Medium Priority
C04209,0.650586088266351,Medium Risk,292.16,3.0,68.0,True,Lower Value,Medium Priority
C02879,0.6505679238888955,Medium Risk,384.56,2.0,161.0,True,Lower Value,Medium Priority
C06215,0.64997949644153,Medium Risk,253.71,3.0,24.0,True,Lower Value,Medium Priority
C02804,0.649895657422887,Medium Risk,720.5699999999999,5.0,344.0,True,High Value,Medium Priority
C08214,0.649837097281876,Medium Risk,526.8199999999999,5.0,181.0,True,High Value,Medium Priority
C05123,0.6496877755194088,Medium Risk,232.51,7.0,141.0,True,Lower Value,Medium Priority
C08829,0.6494817791864003,Medium Risk,133.52,1.0,424.0,True,Lower Value,Medium Priority
C03762,0.6490311962018895,Medium Risk,162.11,2.0,96.0,True,Lower Value,Medium Priority
C04871,0.6487713180310752,Medium Risk,553.55,2.0,84.0,True,High Value,Medium Priority
C03389,0.648764082407974,Medium Risk,129.8,3.0,192.0,True,Lower Value,Medium Priority
C05883,0.6486760631961911,Medium Risk,92.24,2.0,617.0,True,Lower Value,Medium Priority
C03686,0.6484535701547632,Medium Risk,202.55,3.0,24.0,True,Lower Value,Medium Priority
C09045,0.6478959993321404,Medium Risk,6.15,1.0,30.0,True,Lower Value,Medium Priority
C07887,0.6477869401118524,Medium Risk,37.46,3.0,254.0,True,Lower Value,Medium Priority
C00940,0.6477652121199173,Medium Risk,137.5,3.0,36.0,True,Lower Value,Medium Priority
C03150,0.6475380459120434,Medium Risk,100.4,2.0,317.0,True,Lower Value,Medium Priority
C08647,0.6475318426090819,Medium Risk,111.84,1.0,148.0,True,Lower Value,Medium Priority
C02853,0.6474345803150122,Medium Risk,604.62,6.0,45.0,True,High Value,Medium Priority
C08698,0.6464923879055449,Medium Risk,404.0700000000001,3.0,195.0,True,Lower Value,Medium Priority
C01433,0.6464244017347701,Medium Risk,150.53,6.0,107.0,True,Lower Value,Medium Priority
C09250,0.6460704742793132,Medium Risk,118.99,2.0,31.0,True,Lower Value,Medium Priority
C00704,0.6458374612702408,Medium Risk,53.0,2.0,163.0,True,Lower Value,Medium Priority
C01002,0.6455154512558622,Medium Risk,41.38,1.0,648.0,True,Lower Value,Medium Priority
C06478,0.645080987536212,Medium Risk,383.6,3.0,241.0,True,Lower Value,Medium Priority
C03956,0.6449494758968284,Medium Risk,38.99,2.0,175.0,True,Lower Value,Medium Priority
C02373,0.6445381468022218,Medium Risk,222.95,3.0,352.0,True,Lower Value,Medium Priority
C08157,0.6444795073030114,Medium Risk,32.59,1.0,317.0,True,Lower Value,Medium Priority
C00191,0.644116979653002,Medium Risk,347.88,3.0,60.0,True,Lower Value,Medium Priority
C02921,0.6440030142162602,Medium Risk,76.07,2.0,443.0,True,Lower Value,Medium Priority
C04230,0.6439464898437158,Medium Risk,257.91,3.0,228.0,True,Lower Value,Medium Priority
C03384,0.643490918550667,Medium Risk,241.79,2.0,160.0,True,Lower Value,Medium Priority
C03667,0.6434739389835045,Medium Risk,125.21,2.0,8.0,True,Lower Value,Medium Priority
C00224,0.6434307387685593,Medium Risk,40.46,1.0,29.0,True,Lower Value,Medium Priority
C03951,0.6431106982214662,Medium Risk,59.23,2.0,121.0,True,Lower Value,Medium Priority
C04248,0.642703412714404,Medium Risk,221.58,2.0,107.0,True,Lower Value,Medium Priority
C03231,0.641806640478608,Medium Risk,64.03,2.0,484.0,True,Lower Value,Medium Priority
C08711,0.6416561553281768,Medium Risk,34.54,2.0,237.0,True,Lower Value,Medium Priority
C07059,0.6414932868667905,Medium Risk,351.09,4.0,418.0,True,Lower Value,Medium Priority
C00635,0.6413870378112138,Medium Risk,134.25,4.0,174.0,True,Lower Value,Medium Priority
C09208,0.640846177022057,Medium Risk,75.78999999999999,2.0,432.0,True,Lower Value,Medium Priority
C03149,0.6407708853637883,Medium Risk,508.25,4.0,71.0,True,High Value,Medium Priority
C09553,0.6407580270415344,Medium Risk,232.58,5.0,108.0,True,Lower Value,Medium Priority
C03178,0.6407547527101053,Medium Risk,23.9,1.0,483.0,True,Lower Value,Medium Priority
C07700,0.6407436727751944,Medium Risk,38.29,3.0,95.0,True,Lower Value,Medium Priority
C09582,0.640587788530185,Medium Risk,78.19,3.0,464.0,True,Lower Value,Medium Priority
C08586,0.6395281786152294,Medium Risk,218.56,4.0,66.0,True,Lower Value,Medium Priority
C06518,0.6393521768365199,Medium Risk,206.49,4.0,35.0,True,Lower Value,Medium Priority
C07223,0.6388146906653426,Medium Risk,80.33,2.0,41.0,True,Lower Value,Medium Priority
C03741,0.6387665044491698,Medium Risk,20.99,1.0,435.0,True,Lower Value,Medium Priority
C06045,0.6386334537120706,Medium Risk,376.8,5.0,163.0,True,Lower Value,Medium Priority
C02628,0.6383765990269851,Medium Risk,215.2,4.0,6.0,True,Lower Value,Medium Priority
C07188,0.6382530220478254,Medium Risk,565.9,2.0,55.0,True,High Value,Medium Priority
C04186,0.6379273540277806,Medium Risk,97.8,2.0,343.0,True,Lower Value,Medium Priority
C05339,0.6377557781165979,Medium Risk,98.48,3.0,192.0,True,Lower Value,Medium Priority
C07757,0.637377089818595,Medium Risk,203.09,5.0,79.0,True,Lower Value,Medium Priority
C09158,0.6373639503432302,Medium Risk,28.96,1.0,673.0,True,Lower Value,Medium Priority
C08513,0.6370587623442648,Medium Risk,150.91,3.0,486.0,True,Lower Value,Medium Priority
C00097,0.6369197756303946,Medium Risk,62.5,2.0,183.0,True,Lower Value,Medium Priority
C03702,0.6364026618561379,Medium Risk,311.45,7.0,144.0,True,Lower Value,Medium Priority
C02389,0.6360796914296029,Medium Risk,17.24,1.0,642.0,True,Lower Value,Medium Priority
C06655,0.6354676102083212,Medium Risk,182.23,3.0,61.0,True,Lower Value,Medium Priority
C03352,0.6353522952205122,Medium Risk,70.33,2.0,177.0,True,Lower Value,Medium Priority
C04727,0.6352469835232202,Medium Risk,149.41,3.0,37.0,True,Lower Value,Medium Priority
C03207,0.6349964056501345,Medium Risk,102.18,2.0,277.0,True,Lower Value,Medium Priority
C05149,0.6348747193546075,Medium Risk,229.91,3.0,92.0,True,Lower Value,Medium Priority
C09083,0.6348659150093937,Medium Risk,261.11,4.0,106.0,True,Lower Value,Medium Priority
C07444,0.6345192843422792,Medium Risk,92.68,2.0,278.0,True,Lower Value,Medium Priority
C07586,0.6340251203772973,Medium Risk,360.75,3.0,77.0,True,Lower Value,Medium Priority
C06048,0.6338859376716087,Medium Risk,135.01,3.0,212.0,True,Lower Value,Medium Priority
C09775,0.6335150136091734,Medium Risk,19.85,1.0,677.0,True,Lower Value,Medium Priority
C04280,0.633498971681417,Medium Risk,60.51,3.0,410.0,True,Lower Value,Medium Priority
C08594,0.6330915126492497,Medium Risk,391.85,4.0,232.0,True,Lower Value,Medium Priority
C07872,0.632996343825019,Medium Risk,211.32,4.0,72.0,True,Lower Value,Medium Priority
C07844,0.6325787181843248,Medium Risk,682.5600000000001,3.0,10.0,True,High Value,Medium Priority
C01436,0.632037742885127,Medium Risk,308.71,4.0,7.0,True,Lower Value,Medium Priority
C07985,0.6313381277768773,Medium Risk,69.03,2.0,265.0,True,Lower Value,Medium Priority
C06099,0.6311322275640672,Medium Risk,186.03,2.0,603.0,True,Lower Value,Medium Priority
C08974,0.6311099576565731,Medium Risk,80.19,3.0,87.0,True,Lower Value,Medium Priority
C00634,0.6303136508832661,Medium Risk,175.53,3.0,246.0,True,Lower Value,Medium Priority
C05510,0.6302278873853282,Medium Risk,10.87,1.0,488.0,True,Lower Value,Medium Priority
C03608,0.6300390273381818,Medium Risk,136.41,2.0,212.0,True,Lower Value,Medium Priority
C05682,0.630014989098419,Medium Risk,96.84,2.0,218.0,True,Lower Value,Medium Priority
C01951,0.6300083279287778,Medium Risk,392.61,6.0,4.0,True,Lower Value,Medium Priority
C08101,0.630004892162838,Medium Risk,338.92,6.0,203.0,True,Lower Value,Medium Priority
C03543,0.6289051366900964,Medium Risk,131.19,3.0,198.0,True,Lower Value,Medium Priority
C04733,0.6287883905846915,Medium Risk,377.82,4.0,146.0,True,Lower Value,Medium Priority
C01118,0.6283868588680114,Medium Risk,117.13,1.0,318.0,True,Lower Value,Medium Priority
C09763,0.6283083241324298,Medium Risk,183.06,5.0,142.0,True,Lower Value,Medium Priority
C06124,0.6281922128103652,Medium Risk,60.370000000000005,3.0,169.0,True,Lower Value,Medium Priority
C07289,0.6277287740564881,Medium Risk,135.34,4.0,144.0,True,Lower Value,Medium Priority
C01456,0.6275319020472193,Medium Risk,18.61,2.0,168.0,True,Lower Value,Medium Priority
C07391,0.6275211587190528,Medium Risk,100.75,2.0,143.0,True,Lower Value,Medium Priority
C07024,0.6273545154300633,Medium Risk,58.86,3.0,54.0,True,Lower Value,Medium Priority
C06391,0.6272904753569405,Medium Risk,276.44,7.0,101.0,True,Lower Value,Medium Priority
C05708,0.6272824787662522,Medium Risk,307.88,5.0,5.0,True,Lower Value,Medium Priority
C04181,0.6270105687833457,Medium Risk,258.96,4.0,117.0,True,Lower Value,Medium Priority
C04519,0.6268948537483313,Medium Risk,357.78,4.0,30.0,True,Lower Value,Medium Priority
C06826,0.6267884837707343,Medium Risk,290.48,6.0,245.0,True,Lower Value,Medium Priority
C09765,0.6266624611011135,Medium Risk,184.36,4.0,314.0,True,Lower Value,Medium Priority
C01591,0.6265794708636193,Medium Risk,461.68,3.0,161.0,True,High Value,Medium Priority
